Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Locality,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR26417121,WGS,300,2156347200,PRJNA1029395,SAMN37867843,Invertebrate,not applicable,757540063,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122316,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,266,not applicable,EKDL210005548-1a-AK11615-AK16297,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_14,SRP466968,Gills and muscle
SRR26417122,WGS,300,4110358800,PRJNA1029395,SAMN37867842,Invertebrate,not applicable,1467622226,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122315,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,265,not applicable,EKDL210007862-1a-AK19010-AK18831,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,HFJO_13,SRP466968,Gills and muscle
SRR26417123,WGS,300,2521583700,PRJNA1029395,SAMN37867841,Invertebrate,not applicable,907213220,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122314,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,264,not applicable,EKDL210005548-1a-AK11208-AK16233,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_12,SRP466968,Gills and muscle
SRR26417124,WGS,300,2007174600,PRJNA1029395,SAMN37867840,Invertebrate,not applicable,711999182,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122313,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,263,not applicable,EKDL210004789-1a-AK11631-AK349,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_11,SRP466968,Gills and muscle
SRR26417125,WGS,300,3568307700,PRJNA1029395,SAMN37867839,Invertebrate,not applicable,1277585297,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122312,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,262,not applicable,EKDL210004788-1a-AK11524-AK16276,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_10,SRP466968,Gills and muscle
SRR26417126,WGS,300,2380240200,PRJNA1029395,SAMN37867838,Invertebrate,not applicable,829655594,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122311,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,261,not applicable,EKDL210004790-1a-AK11379-AK16266,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:31:00Z,1,HFJO_09,SRP466968,Gills and muscle
SRR26417127,WGS,300,1867821600,PRJNA1029395,SAMN37867604,Invertebrate,not applicable,637566450,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122310,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,27,not applicable,EKDL210004790-1a-AK11677-AK5989,PAIRED,RANDOM,GENOMIC,Barrow_Deep,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BARR_09,SRP466968,Gills and muscle
SRR26417128,WGS,300,2477193900,PRJNA1029395,SAMN37867837,Invertebrate,not applicable,902657593,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122309,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,260,not applicable,EKDL210005548-1a-AK11519-AK16232,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_08,SRP466968,Gills and muscle
SRR26417129,WGS,300,1249590300,PRJNA1029395,SAMN37867836,Invertebrate,not applicable,448626789,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122308,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,259,not applicable,EKDL210004789-1a-AK11593-AK16256,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,HFJO_07,SRP466968,Gills and muscle
SRR26417130,WGS,300,4460430600,PRJNA1029395,SAMN37867835,Invertebrate,not applicable,1520712171,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122307,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,258,not applicable,EKDL210005548-1a-AK11714-AK16250,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,HFJO_06,SRP466968,Gills and muscle
SRR26417131,WGS,300,1570104900,PRJNA1029395,SAMN37867834,Invertebrate,not applicable,547172906,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122306,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,257,not applicable,EKDL210004788-1a-AK11656-AK574,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,HFJO_05,SRP466968,Gills and muscle
SRR26417132,WGS,300,4004699100,PRJNA1029395,SAMN37867833,Invertebrate,not applicable,1460065885,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122305,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,256,not applicable,EKDL210007862-1a-AK15912-AK18845,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,HFJO_04,SRP466968,Gills and muscle
SRR26417133,WGS,300,1607193600,PRJNA1029395,SAMN37867832,Invertebrate,not applicable,599677887,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122304,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,255,not applicable,EKDL210005548-1a-AK11467-AK14066,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,HFJO_03,SRP466968,Gills and muscle
SRR26417134,WGS,300,2810105700,PRJNA1029395,SAMN37867831,Invertebrate,not applicable,1000499825,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122303,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,254,not applicable,EKDL210009123-1a-AK27209-AK34210,PAIRED,RANDOM,GENOMIC,Halsefjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HFJO_02,SRP466968,Gills and muscle
SRR26417135,WGS,300,1632387000,PRJNA1029395,SAMN37867830,Invertebrate,not applicable,554645572,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122302,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,253,not applicable,EKDL200012859-1a-AK11471-AK16271,PAIRED,RANDOM,GENOMIC,Havstensund,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,HFJO_01,SRP466968,Gills and muscle
SRR26417136,WGS,300,2954709300,PRJNA1029395,SAMN37867829,Invertebrate,not applicable,1030391997,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122301,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,252,not applicable,EKDL210009123-1a-AK19147-AK23730,PAIRED,RANDOM,GENOMIC,HaugevAgen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAUG_24,SRP466968,Gills and muscle
SRR26417137,WGS,300,1505871000,PRJNA1029395,SAMN37867828,Invertebrate,not applicable,556333268,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122300,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,251,not applicable,EKDL200012859-1a-AK11486-AK16237,PAIRED,RANDOM,GENOMIC,HaugevAgen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,HAUG_21,SRP466968,Gills and muscle
SRR26417138,WGS,300,2897496600,PRJNA1029395,SAMN37867603,Invertebrate,not applicable,1009850812,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122299,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,26,not applicable,EKDL210005548-1a-AK11426-AK5939,PAIRED,RANDOM,GENOMIC,Barrow_Deep,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BARR_08,SRP466968,Gills and muscle
SRR26417139,WGS,300,1899419700,PRJNA1029395,SAMN37867783,Invertebrate,not applicable,635471582,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122298,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,206,not applicable,EKDL210004790-1a-AK11718-AK16243,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,HAFR_11,SRP466968,Gills and muscle
SRR26417140,WGS,300,2169804300,PRJNA1029395,SAMN37867782,Invertebrate,not applicable,776901695,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122297,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,205,not applicable,EKDL210004789-1a-AK11683-AK16236,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_10,SRP466968,Gills and muscle
SRR26417141,WGS,300,3182022000,PRJNA1029395,SAMN37867781,Invertebrate,not applicable,1110322109,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122296,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,204,not applicable,EKDL210007863-1a-AK19003-AK23702,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,HAFR_09,SRP466968,Gills and muscle
SRR26417142,WGS,300,2095561800,PRJNA1029395,SAMN37867780,Invertebrate,not applicable,750107073,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122295,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,203,not applicable,EKDL210004789-1a-AK11675-AK16223,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_08,SRP466968,Gills and muscle
SRR26417143,WGS,300,1625370300,PRJNA1029395,SAMN37867779,Invertebrate,not applicable,557157856,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122294,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,202,not applicable,EKDL210004790-1a-AK11375-AK16261,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_07,SRP466968,Gills and muscle
SRR26417144,WGS,300,2426526900,PRJNA1029395,SAMN37867778,Invertebrate,not applicable,851985403,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122293,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,201,not applicable,EKDL210007863-1a-AK18986-AK34202,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_06,SRP466968,Gills and muscle
SRR26417145,WGS,300,2331386400,PRJNA1029395,SAMN37867598,Invertebrate,not applicable,796494017,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122292,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,21,not applicable,EKDL210004789-1a-AK11506-AK16290,PAIRED,RANDOM,GENOMIC,Barrow_Deep,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,BARR_02,SRP466968,Gills and muscle
SRR26417146,WGS,300,2088694500,PRJNA1029395,SAMN37867580,Invertebrate,not applicable,760585019,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122291,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,3,not applicable,EKDL210004790-1a-AK11377-AK16262,PAIRED,RANDOM,GENOMIC,Aga_Bømlo,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,AGAB_03,SRP466968,Gills and muscle
SRR26417147,WGS,300,2534537100,PRJNA1029395,SAMN37867777,Invertebrate,not applicable,862726777,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122290,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,200,not applicable,EKDL210007863-1a-AK19109-AK31194,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_05,SRP466968,Gills and muscle
SRR26417148,WGS,300,2352219600,PRJNA1029395,SAMN37867776,Invertebrate,not applicable,804362211,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122289,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,199,not applicable,EKDL210004790-1a-AK11436-AK16240,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_04,SRP466968,Gills and muscle
SRR26417149,WGS,300,3068633700,PRJNA1029395,SAMN37867775,Invertebrate,not applicable,1069976006,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122288,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,198,not applicable,EKDL210007863-1a-AK19092-AK23692,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,HAFR_03,SRP466968,Gills and muscle
SRR26417150,WGS,300,2107542000,PRJNA1029395,SAMN37867774,Invertebrate,not applicable,721211562,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122287,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,197,not applicable,EKDL210007863-1a-AK19152-AK23701,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_02,SRP466968,Gills and muscle
SRR26417151,WGS,300,1956398400,PRJNA1029395,SAMN37867773,Invertebrate,not applicable,653027203,THE TECHNICAL UNIVERSITY OF DENMARK,Stein Mortensen,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122286,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,196,not applicable,EKDL200012859-1a-AK11714-AK16250,PAIRED,RANDOM,GENOMIC,Hafrsfjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,HAFR_01,SRP466968,Gills and muscle
SRR26417152,WGS,300,2537178000,PRJNA1029395,SAMN37867772,Invertebrate,not applicable,920069111,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122285,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,195,not applicable,EKDL210005548-1a-AK11490-AK14430,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,GREV_17,SRP466968,Gills and muscle
SRR26417153,WGS,300,2058258000,PRJNA1029395,SAMN37867771,Invertebrate,not applicable,727350757,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122284,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,194,not applicable,EKDL210004788-1a-AK11661-AK16241,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_16,SRP466968,Gills and muscle
SRR26417154,WGS,300,2330421000,PRJNA1029395,SAMN37867770,Invertebrate,not applicable,788738074,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122283,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,193,not applicable,EKDL210004790-1a-AK12626-AK16295,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_15,SRP466968,Gills and muscle
SRR26417155,WGS,300,2500688400,PRJNA1029395,SAMN37867769,Invertebrate,not applicable,863232301,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122282,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,192,not applicable,EKDL210007863-1a-AK19099-AK34207,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_14,SRP466968,Gills and muscle
SRR26417156,WGS,300,1962837000,PRJNA1029395,SAMN37867768,Invertebrate,not applicable,690022411,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122281,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,191,not applicable,EKDL210005548-1a-AK11195-AK16227,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,GREV_13,SRP466968,Gills and muscle
SRR26417157,WGS,300,2282092200,PRJNA1029395,SAMN37867597,Invertebrate,not applicable,791487587,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122280,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,20,not applicable,EKDL210005548-1a-AK11598-AK16273,PAIRED,RANDOM,GENOMIC,Barrow_Deep,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,BARR_01,SRP466968,Gills and muscle
SRR26417158,WGS,300,1974579600,PRJNA1029395,SAMN37867767,Invertebrate,not applicable,650539884,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122279,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,190,not applicable,EKDL200012859-1a-AK11158-AK16267,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_12,SRP466968,Gills and muscle
SRR26417159,WGS,300,2300250300,PRJNA1029395,SAMN37867766,Invertebrate,not applicable,809344475,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122278,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,189,not applicable,EKDL200012859-1a-AK11490-AK14430,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_11,SRP466968,Gills and muscle
SRR26417160,WGS,300,2950638900,PRJNA1029395,SAMN37867765,Invertebrate,not applicable,1024201728,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122277,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,188,not applicable,EKDL210007863-1a-AK18650-AK23751,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,GREV_10,SRP466968,Gills and muscle
SRR26417161,WGS,300,4260678000,PRJNA1029395,SAMN37867764,Invertebrate,not applicable,1511162157,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122276,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,187,not applicable,EKDL210004790-1a-AK11659-AK16242,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:29:00Z,1,GREV_09,SRP466968,Gills and muscle
SRR26417162,WGS,300,1990756200,PRJNA1029395,SAMN37867763,Invertebrate,not applicable,714164269,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122275,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,186,not applicable,EKDL210005548-1a-AK11186-AK1268,PAIRED,RANDOM,GENOMIC,Lake_Grevelingen,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,GREV_08,SRP466968,Gills and muscle
SRR26417163,WGS,300,1191352200,PRJNA1029395,SAMN37867697,Invertebrate,not applicable,384814443,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122274,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,120,not applicable,EKDL210004788-1a-AK7415-AK16289,PAIRED,RANDOM,GENOMIC,Cres,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,CRES_14,SRP466968,Gills and muscle
SRR26417164,WGS,300,2149294200,PRJNA1029395,SAMN37867696,Invertebrate,not applicable,738206681,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122273,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,119,not applicable,EKDL210004790-1a-AK11398-AK16264,PAIRED,RANDOM,GENOMIC,Cres,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,CRES_13,SRP466968,Gills and muscle
SRR26417165,WGS,300,811027800,PRJNA1029395,SAMN37867695,Invertebrate,not applicable,269379467,THE TECHNICAL UNIVERSITY OF DENMARK,Tanja Segvic,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122272,Croatia,Europe,Croatia,not applicable,Illumina HiSeq 2500,118,not applicable,EKDL210009123-1a-AK19017-AK23748,PAIRED,RANDOM,GENOMIC,Cres,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,CRES_12,SRP466968,Gills and muscle
